scheme,run,round,crypto_cost_round,train_cost_round,crypto_fraction
SPHINCS+-SHA2-128s-simple,2,11,1.2489092269752282,98.5664427290103,0.01251219579455018
SPHINCS+-SHA2-128s-simple,2,12,1.2622451050046941,97.77836232099071,0.01274472297585475
SPHINCS+-SHA2-128s-simple,2,13,1.017887763024191,98.35166911099805,0.010243456799496838
SPHINCS+-SHA2-128s-simple,2,14,0.9888592450151911,101.1602825590089,0.00968054383572154
SPHINCS+-SHA2-128s-simple,2,15,1.1094596180046203,98.18559518300026,0.011173362260870543
SPHINCS+-SHA2-128s-simple,2,16,1.1802626360149582,101.28893319299823,0.011518218977578605
SPHINCS+-SHA2-128s-simple,2,17,1.1957109160211978,98.52508690499963,0.011990587140781437
SPHINCS+-SHA2-128s-simple,2,18,1.1873593890049954,99.50759809100418,0.011791646957502516
SPHINCS+-SHA2-128s-simple,2,19,1.0681780049999354,100.90484269399894,0.010475104078292958
SPHINCS+-SHA2-128s-simple,2,20,1.0124757939920521,99.8826102269959,0.010034936624975368
SPHINCS+-SHA2-128s-simple,2,21,0.9425282670053997,102.31358916499448,0.009128062244119425
SPHINCS+-SHA2-128s-simple,2,22,0.9515917600074308,100.12122162199375,0.00941491315187718
SPHINCS+-SHA2-128s-simple,2,23,1.1482006840087702,98.41952738000691,0.011531855816480523
SPHINCS+-SHA2-128s-simple,2,24,1.0596941079784297,101.96565307200945,0.01028576109651072
SPHINCS+-SHA2-128s-simple,2,25,1.0535624510157495,101.48848494699632,0.010274443291798115
SPHINCS+-SHA2-128s-simple,2,26,1.100963721997686,101.31278361199657,0.01075015562517399
SPHINCS+-SHA2-128s-simple,2,27,1.0930733290078927,99.1789935360066,0.010901075076864426
SPHINCS+-SHA2-128s-simple,2,28,1.16190651099896,99.05071113700251,0.011594413341044302
SPHINCS+-SHA2-128s-simple,2,29,1.152364924004359,100.72172659199714,0.011311658409472593
SPHINCS+-SHA2-128s-simple,2,30,1.4349554930013246,98.00855150300049,0.014429856069527172
SPHINCS+-SHA2-128s-simple,3,1,1.1681527599939718,100.30121696000424,0.011512368345417495
SPHINCS+-SHA2-128s-simple,3,2,1.1059774789973738,99.11225840699626,0.011035690952049013
SPHINCS+-SHA2-128s-simple,3,3,0.9190801869845012,101.01129756800219,0.009016744637145599
SPHINCS+-SHA2-128s-simple,3,4,1.0525547089855531,99.10647346099722,0.010508835081738535
SPHINCS+-SHA2-128s-simple,3,5,0.9873256479913828,98.7675330760103,0.009897519385226955
SPHINCS+-SHA2-128s-simple,3,6,1.1993067039875307,98.42326448501262,0.012038503821711765
SPHINCS+-SHA2-128s-simple,3,7,1.0202536269862315,99.04237311299222,0.010196150753042395
SPHINCS+-SHA2-128s-simple,3,8,1.1836353930120813,100.90074421200552,0.011594676850579634
SPHINCS+-SHA2-128s-simple,3,9,1.0990462490153725,98.1931089560021,0.011068812503324884
SPHINCS+-SHA2-128s-simple,3,10,1.3014680589840275,99.51064255399251,0.01290983842189792
SPHINCS+-SHA2-128s-simple,3,11,1.2158253110028447,98.5090540490055,0.012191795255160918
SPHINCS+-SHA2-128s-simple,3,12,1.0889394269834147,96.91266702099529,0.011111444663526475
SPHINCS+-SHA2-128s-simple,3,13,1.0893161080020939,100.47802362800576,0.010725062907362014
SPHINCS+-SHA2-128s-simple,3,14,0.9582703849810051,97.11083829599374,0.009771378549980725
SPHINCS+-SHA2-128s-simple,3,15,1.039067552002961,102.48437554199336,0.010037026599468079
SPHINCS+-SHA2-128s-simple,3,16,0.9616956639874835,99.7760648069816,0.009546526143636358
SPHINCS+-SHA2-128s-simple,3,17,1.0805661520062126,99.96726184900035,0.010693610871036721
